Tiempo,Contador,Acx,Acy,Acz,Gx,Gy,Gz
25873,1268,-1017,-314,-3917,-150,821.0,156.0
25889,1269,-1101,-331,-3883,48,446.0,139.0
25905,1270,-1078,-282,-3850,155,224.0,92.0
25921,1271,-1111,-307,-3876,198,-129.0,83.0
25937,1272,-1160,-289,-3902,245,-590.0,78.0
25953,1273,-1122,-262,-3919,261,-957.0,82.0
25969,1274,-933,-211,-3992,267,-1181.0,53.0
25985,1275,-824,-253,-3996,261,-1063.0,31.0
26001,1276,-1008,-255,-3903,329,-1151.0,12.0
26017,1277,-879,-254,-3943,389,-1619.0,18.0
26033,1278,-728,-179,-3949,274,-1530.0,-8.0
26050,1279,-629,-213,-4037,131,-1195.0,-57.0
26065,1280,-562,-278,-4029,56,-731.0,-22.0
26081,1281,-558,-271,-4075,-3,-158.0,51.0
26097,1282,-743,-286,-3958,-25,262.0,107.0
26113,1283,-701,-278,-3967,-39,562.0,118.0
26129,1284,-825,-273,-3900,-36,802.0,125.0
26145,1285,-928,-281,-3872,12,755.0,96.0
26161,1286,-1030,-311,-3818,58,614.0,102.0
26177,1287,-1052,-274,-3826,98,335.0,110.0
26193,1288,-974,-258,-3872,70,282.0,117.0
26209,1289,-1019,-263,-3838,75,186.0,116.0
26225,1290,-1079,-281,-3918,154,-93.0,134.0
26241,1291,-1230,-295,-3833,295,-699.0,108.0
26257,1292,-1318,-277,-3834,420,-1996.0,58.0
26273,1293,-1011,-176,-4005,372,-2690.0,-17.0
26289,1294,-575,-150,-4174,175,-2501.0,-73.0
26305,1295,-357,-195,-4184,-15,-1692.0,-41.0
26321,1296,-362,-247,-4153,-91,-884.0,78.0
26337,1297,-394,-283,-4126,-103,-120.0,158.0
26353,1298,-560,-314,-4004,-55,326.0,145.0
26369,1299,-518,-294,-3976,-22,619.0,88.0
26385,1300,-718,-326,-3887,-4,788.0,73.0
26401,1301,-698,-345,-3926,-25,973.0,56.0
26417,1302,-725,-307,-3980,-45,1179.0,69.0
26433,1303,-849,-308,-3946,10,1491.0,80.0
26449,1304,-965,-333,-3879,84,1429.0,88.0
26465,1305,-963,-301,-3887,113,1426.0,64.0
26481,1306,-1136,-302,-3840,144,1218.0,32.0
