Acx,Acy,Acz,Gx,Gy,Gz
175.85694352245412,-1382.5216967633594,-3352.306228685265,1310.3097238951566,-707.5177401709348,376.17563348998686
176.40133191221298,-1362.521180201259,-3384.9306039797652,1334.0668378986916,-702.2446164960481,340.6605873280414
176.8958216145481,-1339.236761956828,-3419.1380031421627,1352.5386539748454,-698.0043447015499,307.70152098751225
177.3903113168832,-1315.9523437123974,-3453.345402304559,1371.010470050999,-693.764072907052,274.74245464698305
179.63956422390598,-1289.6957770836098,-3487.3290905850313,1383.4978116865411,-693.7003047722957,243.8069447915961
181.8888171309288,-1263.4392104548222,-3521.312778865503,1395.985153322083,-693.6365366375398,212.87143493620917
192.70572043053014,-1206.1379745797599,-3585.811730827468,1409.5353555542013,-705.3187111165961,153.32379366581668
201.9841188840057,-1175.8627679794765,-3615.424708853805,1411.7079675414814,-717.1497513427174,123.66734216516123
211.26251733748126,-1145.587561379193,-3645.037686880141,1413.8805795287603,-728.9807915688388,94.01089066450571
224.2684913439059,-1114.532547355538,-3671.866349451362,1413.0863710719652,-745.3924054407591,63.437431960932074
237.2744653503305,-1083.4775333318837,-3698.6950120225843,1412.29216261517,-761.8040193126794,32.863973257358424
268.7875643953274,-1021.3853541666216,-3747.906625209334,1408.2685335965348,-798.9304724625732,-31.76190889192297
285.68387626922265,-990.9636777447597,-3771.3442682928294,1406.4839904979522,-816.8734544587952,-66.25410433956165
302.5801881431179,-960.5420013228976,-3794.7819113763253,1404.699447399369,-834.816436455017,-100.74629978720036
318.7168560124868,-931.1101932141936,-3818.2726818920396,1403.9515010720843,-849.7351853330538,-137.37191503122608
334.8535238818557,-901.6783851054894,-3841.7634524077553,1403.2035547447995,-864.6539342110907,-173.99753027525182
348.45918677999566,-873.3322122785414,-3866.3422673631867,1403.4907373049575,-875.0863048918086,-212.21443485123748
362.0648496781356,-844.9860394515937,-3890.921082318618,1403.777919865116,-885.5186755725266,-250.4313394272233
381.7193944071153,-790.1986451911152,-3943.3681583944926,1404.8244666598187,-896.9774362175502,-328.14559023369463
387.32982828565247,-763.4856051952679,-3971.153850090837,1404.1792536522105,-899.0012468098635,-366.45355255665095
392.9402621641897,-736.7725651994206,-3998.9395417871806,1403.5340406446023,-901.0250574021768,-404.76151487960715
394.8111400040985,-710.4470216008467,-4027.5713855916497,1400.0333044409174,-901.2062539446542,-441.3135459673809
396.68201784400736,-684.1214780022731,-4056.203229396119,1396.532568237233,-901.3874504871317,-477.86557705515463
395.5322449503951,-631.8478685825228,-4112.794814050196,1380.6417635715356,-902.382025384406,-545.4629226564231
394.3355748656266,-605.8816611641222,-4139.39043357634,1367.1153817728882,-905.0077966245253,-575.9060007004233
393.1389047808581,-579.9154537457216,-4165.986053102483,1353.588999974241,-907.6335678646443,-606.3490787444232
393.26342507558525,-554.3183242102978,-4189.665130425654,1334.0541931094608,-913.3049531953868,-633.3357798493632
393.38794537031225,-528.7211946748739,-4213.3442077488235,1314.5193862446804,-918.976338526129,-660.3224809543034
396.4513949976464,-503.88551352286134,-4233.332058409329,1289.365600086101,-927.4004503116034,-684.2579494227031
399.51484462498064,-479.0498323708486,-4253.3199090698345,1264.2118139275215,-935.8245620970779,-708.1934178911027
413.35127704292296,-431.92203332515913,-4285.6217625295785,1204.9675440911294,-955.175726255955,-751.5880006375014
424.11522553484946,-410.14728452707504,-4298.455842489493,1172.5884340349876,-963.7144305110724,-772.0886773414534
434.87917402677596,-388.37253572899084,-4311.289922449408,1140.2093239788458,-972.2531347661895,-792.5893540454052
448.53724469396263,-368.7918470558215,-4321.872356029414,1107.047652042733,-976.9438547462892,-812.9410350552496
462.1953153611492,-349.2111583826519,-4332.45478960942,1073.8859801066203,-981.6345747263887,-833.2927160650937
491.89601288342436,-314.8233522686625,-4351.842698556119,1009.8105300731247,-978.5917125951539,-875.3688434716672
505.8455591402878,-299.9403611042757,-4361.996255389928,980.4371081548406,-969.4507471679403,-897.5479909616861
519.7951053971511,-285.05736993988893,-4372.149812223737,951.0636862365567,-960.3097817407263,-919.7271384517047
530.8034882146579,-272.14095514379613,-4383.7921859003245,925.3171389445047,-943.4962882338657,-943.03705927545
541.8118710321648,-259.22454034770334,-4395.434559576914,899.5705916524531,-926.682794727005,-966.346980099195
548.3192162364179,-247.7185685113384,-4409.053017589669,877.7423785432998,-903.5813167325304,-990.3275474066496
554.8265614406707,-236.2125966749733,-4422.671475602426,855.9141654341465,-880.4798387380557,-1014.3081147141044
557.3092541830069,-214.68589756370534,-4453.567755260013,819.3949122162701,-826.8288015178982,-1062.0071614582798
553.4450162841437,-204.006398639894,-4470.123304068565,803.8459171773175,-799.47873833627,-1084.7571682968874
549.5807783852804,-193.3268997160826,-4486.678852877117,788.2969221383647,-772.1286751546418,-1107.5071751354947
541.6154701681692,-182.1958972320919,-4503.232979964493,774.290299707153,-747.3845924425227,-1128.223427006683
533.6501619510578,-171.0648947481012,-4519.78710705187,760.2836772759413,-722.6405097304039,-1148.9396788778718
523.1607161473529,-159.15373956962102,-4535.116147500009,746.5576851482922,-702.8634921499748,-1166.9046218450005
512.671270343648,-147.2425843911409,-4550.4451879481485,732.8316930206433,-683.0864745695453,-1184.869564812129
490.14904012488813,-121.68717216459152,-4576.548934723571,703.6161773072827,-655.5870347547682,-1214.5443936118056
479.61576102727724,-108.18167340396481,-4586.674668841234,687.2015263073407,-647.3873656134573,-1226.261162960685
469.0824819296663,-94.67617464333807,-4596.800402958897,670.7868753073985,-639.1876964721462,-1237.9779323095647
460.1634159802745,-80.74471752537309,-4603.876198247324,651.9466376693707,-634.6378132552303,-1246.9171856569965
451.24435003088274,-66.81326040740814,-4610.951993535749,633.106400031343,-630.0879300383141,-1255.8564390044278
436.7634172906803,-38.84999454637679,-4619.778542307146,589.9583381570474,-622.519076643841,-1269.2962178010366
430.43323122411886,-25.175250712965408,-4622.285379116129,565.6090459044243,-616.2920724439875,-1274.4047270993656
424.1030451575575,-11.500506879554017,-4624.792215925112,541.2597536518008,-610.065068244134,-1279.513236397695
417.2697954081144,1.6020871748354208,-4626.285251738075,514.2932176017729,-598.5906657521497,-1283.498146105124
410.43654565867126,14.704681229224857,-4627.778287551038,487.32668155174485,-587.1162632601653,-1287.4830558125527
401.3821781700685,27.098170137388905,-4629.0256560948355,458.03338547211706,-568.6167612452406,-1290.5757816375724
392.32781068146585,39.49165904555296,-4630.273024638635,428.7400893924893,-550.1172592303159,-1293.6685074625925
366.5564167335192,62.82930352883064,-4633.117724416851,366.2459494068138,-498.32092754444017,-1297.8743164363145
348.7261207559837,73.83375236854991,-4634.660147319373,333.4739834753646,-466.10066688878175,-1298.5656796332034
330.89582477844806,84.83820120826918,-4636.202570221896,300.70201754391564,-433.88040623312327,-1299.2570428300928
307.78187351814097,95.2451342421123,-4637.334144884335,266.8823147844374,-397.5748792536349,-1297.8699492098724
284.667922257834,105.65206727595543,-4638.4657195467735,233.0626120249593,-361.26935227414657,-1296.4828555896522
228.95270968614463,125.27348717010678,-4638.148869088568,164.37756214072047,-286.18012671718515,-1287.9931933331527
197.68359373295738,134.37014227814717,-4635.6975579300515,130.07715692265853,-250.17583375690205,-1280.1548918727026
166.41447777977015,143.46679738618755,-4633.246246771532,95.77675170459659,-214.17154079661893,-1272.3165904122525
133.60486065569557,151.59374113188298,-4627.6407583533755,62.09748518448953,-181.78245942613876,-1260.3374576037468
100.79524353162095,159.72068487757846,-4622.035269935218,28.41821866438243,-149.39337805565856,-1248.3583247952415
36.20115870118083,173.29431582956693,-4603.555845324771,-36.60690241216038,-93.69138477867685,-1215.6087863653918
6.275892651305983,178.3163369366056,-4590.736243525343,-67.50359250846938,-69.99580832334824,-1194.9211459647765
-23.649373398568862,183.33835804364426,-4577.916641725914,-98.40028260477837,-46.30023186801962,-1174.2335055641613
-49.84740292862024,186.20013837370172,-4562.132273597187,-127.3922864267143,-25.243632842266717,-1149.6350940653185
-76.04543245867163,189.06191870375915,-4546.34790546846,-156.38429024865027,-4.187033816513819,-1125.0366825664757
-97.84249603112373,189.48267613320405,-4528.6647329360085,-183.38937683039768,16.431544929967618,-1097.1776215738978
-119.63955960357586,189.9034335626489,-4510.981560403556,-210.3944634121451,37.050123676449054,-1069.3185605813198
-154.47716705040847,185.66131140254944,-4474.405681735133,-260.70185360490785,81.95715430222991,-1008.6683442695987
-168.0974421852327,181.10532378351604,-4456.7508160757925,-284.3231994641611,107.96697406046556,-976.7061524507519
-181.71771732005692,176.5493361644826,-4439.095950416451,-307.94454532341445,133.9767938187012,-944.7439606319057
-192.42852033779658,169.85478374823822,-4422.976955121974,-330.4571550763195,164.230693162953,-911.9151559187593
-203.13932335553628,163.16023133199386,-4406.857959827497,-352.96976482922463,194.4845925072048,-879.0863512056128
-220.56612308496486,146.34380879329325,-4378.413627186095,-396.612493192005,262.34007882105914,-813.0011057120308
-227.9674910601073,136.6858778471604,-4365.823029467534,-418.0345943194511,298.19813229609656,-780.2599342919887
-235.3688590352497,127.02794690102756,-4353.232431748974,-439.4566954468973,334.0561857711341,-747.5187628719466
-241.76537637707702,116.52681873340195,-4341.441886008537,-460.54597651083816,369.29689348465234,-715.4709275872002
-248.16189371890425,106.02569056577632,-4329.6513402680985,-481.63525757477913,404.53760119817065,-683.4230923024537
-253.46213241727432,94.95089546175693,-4317.455405809944,-502.17811647746083,436.36894025380485,-652.3715431889233
-258.76237111564427,83.87610035773756,-4305.259471351789,-522.7209753801426,468.2002793094391,-621.3199940753924
-266.4048108743283,60.758809137997844,-4277.460810628905,-561.743383962491,520.1937014358696,-561.7124347784398
-268.27040048457377,48.631552055024756,-4260.773146119325,-579.5408768472024,538.81003574494,-533.3814408345971
-270.1359900948192,36.504294972051675,-4244.085481609746,-597.3383697319139,557.4263700540105,-505.0504468907545
-269.7020412226756,23.6011424170808,-4223.996446174048,-612.6720486789956,568.2871770106256,-478.3942174519359
-269.268092350532,10.697989862109923,-4203.90741073835,-628.0057276260769,579.1479839672406,-451.7379880131172
-263.75459243500154,-17.147571001686348,-4156.946852129601,-652.421814735988,586.9550495928596,-402.0962299774097
-259.06545062793936,-32.271917705555296,-4130.7161847624775,-661.0795902841563,585.5934459667131,-379.19819638804114
-254.37630882087714,-47.39626440942424,-4104.485517395353,-669.7373658323247,584.2318423405668,-356.30016279867266
-248.52724592140618,-63.75739493158778,-4076.637079452292,-674.7632768926455,579.7056564659633,-335.30858666621475
-242.67818302193518,-80.11852545375132,-4048.788641509232,-679.7891879529662,575.1794705913599,-314.31701053375684
-236.67237354549735,-97.55607981274224,-4020.692720613761,-681.4796097665408,569.4334342900456,-295.0971497845132
-230.66656406905958,-114.9936341717332,-3992.5967997182893,-683.1700315801154,563.6873979887313,-275.87728903526937
-220.34387398112156,-151.3125379088845,-3938.5047874492548,-681.1305957080243,552.339084533372,-240.50147474005263
-216.77434408242402,-169.69868341309754,-3913.438742959384,-678.2278106866544,547.0732147042627,-224.04534753053832
-213.20481418372654,-188.08482891731063,-3888.3726984695118,-675.3250256652842,541.8073448751535,-207.58922032102402
-211.5189575107009,-206.15594021530515,-3865.6408093057703,-671.3865067944217,536.3010287969897,-192.07375214953652
